location,Followers,Hashtags,Username,Datetime,Text,Original,Unlemmatize
,146,,halfmanhalfbong,2022-12-29 13:52:25+00:00,"['teammate', 'drop', 'away', 'squad', 'ranked', 'dy', 'start', 'spam', 'pinging', 'blowing', 'mic', 'im', 'fight', 'i', 'die', 'trying', 'mute', 'lmao', 'then', 'i', 'block', 'ea', 'account', 'team', 'game', 'sense']",Apex Legends Video PostApex Legends:Three people choose different legends and fight as a pair.click the link below to watch now:1:,teammate drops away squad ranked dies starts spam pinging blowing mic im fight i die trying mute lmao then i block ea account team game sense
,0,"['PS5Share', 'ApexLegends']",HateBeinAlive,2022-12-29 13:51:43+00:00,"['i', 'hate', 'i', 'panicked']","Teammate drops away from squad in ranked, dies and starts spam pinging and blowing in the mic as Im in a fight and I die trying to mute them lmao. Then I block their ea account and get them on my team next game make it make sense", i hate i panicked
real,26,,MortyYT3,2022-12-29 13:47:42+00:00,"['real', 'baby', 'shit', 'ong']",", I hate that I panicked",real baby shit ong
2k Lab,1211,['ApexLegends'],xPoloWorld,2022-12-29 13:47:40+00:00,"['can', 'master', 'teammate', 'play', 'like', 'master', 'yes', 'im', 'toxic', 'end', 'sorry']",Real baby shit ong,can masters teammates play like masters yes im toxic end sorry
"Vermont, USA",364,"['Streamer', 'SmallStreamersConnect', 'Xbox', 'Twitch', 'TwitchStreamers', 'TwitchPrime', 'Overwatch', 'Overwatch2', 'AmericanFootball', 'Apex', 'ApexLegends', 'Madden23']",big75husky75,2022-12-29 13:47:27+00:00,"['live', 'soonish', 'est']",Can my masters teammates play like some masters. Yes Im toxic at the end sorry,live soonish est 
apexskinarchive@gmail.com ,39138,,Grrted,2022-12-29 13:47:00+00:00,"['real', 'baby']",LIVE SOONISH EST!!!,real baby
,221,['ApexLegends'],Angler7216,2022-12-29 13:46:14+00:00,['wraith'],Real baby,wraith
Amsterdam & Everywhere,18386,,DANNYonPC,2022-12-29 13:44:00+00:00,"['im', 'gonna', 'help']",Wraith,im gonna help
,418,,LeotheLion25,2022-12-29 13:43:52+00:00,"['only', 'ceo', 'sweetdreams', 'achieved', 'thing', 'past']",Im gonna help you,only ceo sweetdreams achieved thing past
Home,35,['ApexLegends'],LightbulbePlays,2022-12-29 13:42:36+00:00,"[""we're"", 'grasping', 'praying', 'diamond']",Only the CEO and Sweetdreams have achieved such a thing in the past,we're grasping praying diamond
,48,,Abodi77879287,2022-12-29 13:42:04+00:00,"['it', 'shall', 'stamped', 'historymight', 'posted', 'successful', 'ratio', 'gimick', 'account']",We're grasping on to nothing and praying for Diamond at,it shall stamped historymight posted successful ratios gimick account
United States,92,"['Graphicsdesign', 'twitchfr', 'Logo', 'gamer', 'TwitchRivals', 'twitchcommunity', 'commissionsopen', 'ps4live', 'trovolive', 'streaming', 'apexlegends', 'gamers', 'instagram', 'gta', 'pcgamer']",MilaGFX,2022-12-29 13:40:30+00:00,"['get', 'twitch', 'discord', 'emotes']",It shall be stamped in historyMight even be posted on that one successful ratios gimick account,get twitch discord emotes
Olympus,4,"['apex', 'ApexLegends']",StoleyourPoints,2022-12-29 13:40:29+00:00,"['new', 'apex', 'legend', 'cronus', 'skynade', 'script']",Get your twitch/discord emotes,new apex legends cronus skynade script
G59,546,,arixOW,2022-12-29 13:40:07+00:00,"['em', 'garret']",New Apex Legends Cronus Skynade Script,em garret
apexskinarchive@gmail.com ,39138,,Grrted,2022-12-29 13:39:58+00:00,"['honestly', 'i', ""wouldn't"", 'mad', 'playapex', 'account', 'replied', 'reply', 'ratioing']",go get em garret,honestly i wouldn't mad playapex account replied reply ratioing
Somewhere,477,,Malvon12,2022-12-29 13:39:36+00:00,"['octane', 'apex', 'legend', 'again']",Honestly I wouldn't even be mad if the playapex account just replied to my reply ratioing me, octane apex legends again 
All around the world,60204,,_ApexStatus,2022-12-29 13:39:11+00:00,"['next', 'step', 'getting', 'ratio', 'ed']",. octane from apex legends (again),next step getting ratio ed
,144,,lord_duxin,2022-12-29 13:39:10+00:00,"['hard', 'feeling']",Next step is you getting ratio-ed,hard feelings
Scotland,1387,,SnakeOsaurus,2022-12-29 13:38:58+00:00,"['depends', 'need', 'work']",Hard feelings,depends need work
apexskinarchive@gmail.com ,39138,,Grrted,2022-12-29 13:37:46+00:00,"['we', 'ratioed', 'official', 'ea', 'respawn', 'account', 'today', 'i', 'shall', 'attempt', 'ratio', 'final', 'bossto', 'ratio', 'they', 'probably', 'tweet', 'twitch', 'drop', 'today', 'shot', 'no', 'hard', 'feeling', 'apex', 'social', 'medium', 'person', 'i', 'like', 'ratio']",depends what you need to work on really,we ratioed official ea respawn accounts today i shall attempt ratio final bossto ratio they probably tweet twitch drop today shot no hard feelings apex social media person i like ratio
Taiwan 🇹🇼,799,['ApexLegends'],khltw_Apex,2022-12-29 13:35:45+00:00,"['result', 'stellar', 'cup', 'season', 'group', 'stage']","We have ratioed the official EA and Respawn accounts, today I shall attempt to ratio the final bossto ratio They will probably tweet about some twitch drop today so we will give it a shot No hard feelings apex social media person, I just like ratio",results stellar cup season group stage
,0,,AxyneroG,2022-12-29 13:35:13+00:00,"['buy', 'ea', 'game', 'save', 'apex', 'legend']",Results of - Stellar Cup - Season - Group Stage,buy ea games save apex legends 
,8,,dotsDBD,2022-12-29 13:35:12+00:00,"['solo', 'male', 'u', 'improve', 'stacking', 'happier']",Buy EA games to save Apex legends?,solo male u improve stacking happier
üüüü,26,,nyksiex,2022-12-29 13:34:24+00:00,"['super', 'mario', 'world', 'oxygen', 'not', 'included', 'apex', 'legend']",solo will male u improve but stacking will make you happier, super mario world oxygen not included apex legends
,6,,Bubba200817,2022-12-29 13:33:44+00:00,"['if', 'aim', 'i', 'unstoppable']",) Super Mario World2) Oxygen Not Included3) Apex Legends,if aim i unstoppable
Melbourne ,140,,awakieee,2022-12-29 13:32:57+00:00,"['i', 'doubled', 'ur', 'dmg', 'kill', 'game', 'today']",If i could aim I would be almost unstoppable,i doubled ur dmg kills game today 
9:00AM-11:00PM,330,,devinetrades,2022-12-29 13:32:06+00:00,"['available', 'discounted', 'load', 'promos', 'ml', 'dia', 'gshells', 'valo', 'point', 'wildcores', 'ecoins', 'zems', 'robux', 'pubg', 'uc', 'apex', 'legend', 'mobile', 'genesis', 'cystals', 'steam', 'wallet', 'sausage', 'man', 'amp', 'more', 'trade', 'open', 'bulk', 'order']",I doubled ur dmg and kills every game today.....,available discounted load promos ml dias gshells valo points wildcores ecoins zems robux pubg uc apex legends mobile genesis cystals steam wallet sausage man amp more trades open bulk orders 
"Hampshire, United Kingdom",1840,,misspeachez_,2022-12-29 13:31:33+00:00,"['play', 'apex', 'said', 'fun', 'said']","available: discounted load promos, ml dias, gshells, valo points, wildcores, ecoins, zems, robux, pubg uc, apex legends mobile, genesis cystals, steam wallet, sausage man &amp; more, also trades. open for bulk orders4",play apex said fun said
,99,,metal_weeb,2022-12-29 13:31:32+00:00,"['ah', 'i', 'apex', 'legend', 'player']","Play apex they said, it will be fun they said",ah i apex legends player
Inthe storm that isApproaching,313,"['VTubersAreStillWatching', 'Vtuber']",DojyaaanVon,2022-12-29 13:31:18+00:00,"['why', 'reading', 'watching', 'boi', 'catch', 'live', 'rn', 'he', 'playing', 'apex', 'legend', 'link', 'belooooow']","Ah, I see you are also an Apex Legends player",why reading watching boi catch live rn hes playing apex legends link belooooow 
北海道,353,"['ApexLegends', 'エーペックスレジェンズ', 'FPS']",MOUM43796436,2022-12-29 13:31:00+00:00,['highlight'],Why are you reading this and not watching my boi ???Catch him live rn- hes playing apex legends! Link belooooow!!!,highlight
"West Region, Singapore",39,,mohdjsbms,2022-12-29 13:30:38+00:00,"['check', ""let's"", 'play', 'apex', 'legend', 'season', 'bp', 'level', 'sealzad']",Highlight,check let's play apex legends season bp level sealzad
Brunei,1001,"['ApexLegendsMobile', 'ApexLegendsUnderworld', 'ApexLegends']",ptrsdn,2022-12-29 13:28:12+00:00,"['call', 'from', 'below', 'rampage', 'lmg']",Check out Let's Play...Apex Legends Season | BP level from SEALZAD on,call from below rampage lmg 
Brunei,1001,"['ApexLegendsMobile', 'ApexLegendsUnderworld', 'ApexLegends']",ptrsdn,2022-12-29 13:27:39+00:00,"['horn', 'out', 'r', 'smg']",Call From Below. Rampage LMG.,horns out r smg
Brunei,1001,"['ApexLegendsMobile', 'ApexLegendsUnderworld', 'ApexLegends']",ptrsdn,2022-12-29 13:27:10+00:00,"['epic', 'rhapsody', 'skin', 'hades', 'choir']",Horns Out. R-99 SMG,epic rhapsody skin hades choir 
,288,,IMocrox,2022-12-29 13:26:06+00:00,"['recommend', 'play', 'soloq', 'better', 'better', 'equaly', 'good', 'u', 'know', 'ur', 'mistake', 'healthy', 'u', 'mental']","epic rhapsody skin, Hades Choir.",recommend play soloq better better equaly good u know ur mistakes healthy u mental
,82,['PS4live'],Lev_Yo7,2022-12-29 13:25:57+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",but i would not recommend to play soloQ to much sometimes is better to have someone that is better or equaly good as u to know ur mistakes and is more healthy for u mental,check broadcast playstation apex legends live
"Portland, OR",125,"['ApexLegends', 'XboxOne', 'TwitchStreamers']",TJacovg,2022-12-29 13:23:51+00:00,"['why', 'people', 'cringe', 'apex', 'ranked', 'they', 'want', 'uninstall', 'game', 'play', 'solo', 'q', 'experience', 'terrible']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,why people cringe apex ranked they want uninstall game play solo q experience terrible
20 | she / her ⚢,5369,"['PS5Share', 'ApexLegends']",cccarlons,2022-12-29 13:22:52+00:00,"['io', 'party']",Why are people so cringe in Apex ranked? They just make me want to uninstall the game and go play something else and the solo q experience is terrible,io party 
Raccoon City,1170,,iampapad0c,2022-12-29 13:22:36+00:00,"['first', 'attempt', 'montage', 'watch']","io third party ,",first attempt montage watch
"Cario, Egypt",411,,NewGlitchyBoiYT,2022-12-29 13:22:34+00:00,"['checkout', 'for', 'this', 'awesome', 'collaborationreimu', ""endou's"", 'pov', ""leda's"", 'pov']",First attempt - Montage Watch it here,checkout for this awesome collaborationreimu endou's pov leda's pov 
,1888,,no_viewers,2022-12-29 13:22:32+00:00,"['iitzmako', 'streaming', 'apex', 'legend', 'minute', ""one's"", 'watching', 'them', 'hi', 'day', 'tag', 'favourite', 'apex', 'legend', 'streamer']",Checkout For This AWESOME COLLABORATIONReimu Endou's POV : Leda's POV :,iitzmako streaming apex legends minutes one's watching them hi day tag favourite apex legends streamer 
,288,,IMocrox,2022-12-29 13:22:17+00:00,"['mental', 'wayy', 'stronger', 'time', 'thing', 'u', 'burnout', 'time', 'spamming', 'soloqueu', 'personal', 'experience', 'ive', 'soloq', 'player', 'idk', 'opinion', 'valid', 'let', 'know']","iitzmako1 has been streaming Apex Legends for minutes and no one's watching them, go say hi and make their day . Tag your favourite Apex Legends streamer.",mental wayy stronger time thing u burnout time spamming soloqueu personal experience ive soloq player idk opinion valid let know
,9,"['apex', 'apexlegends', 'ApexLedgends', 'apexlegendsmobile']",khh_zb,2022-12-29 13:20:58+00:00,"['cheap', 'fast', 'reliable', 'discord']","and it made my mental wayy stronger after the time the only thing with it is that u might get burnout after some time spamming soloqueu just in personal experience, ive been always a soloQ player but idk if this opinion is valid so let me know",cheap fast reliable discord 
,288,,IMocrox,2022-12-29 13:19:49+00:00,"['soloqueu', 'helped', 'improve', 'game', 'understand', 'better', 'way', 'cuz', 'forced', 'learn', 'igl', 'frag', 'time', 'teamates', 'walking', 'hitbox', 'playing', 'solo', 'make', 'u', 'think', 'u', 'usually', 'stack', 'requires', 'mechs']","cheap, fast and reliable Discord:",soloqueu helped improve game understand better way cuz forced learn igl frag time teamates walking hitbox playing solo makes u think u usually stack requires mechs
,177,"['PS5Share', 'ApexLegends']",ta_ke3_va1y,2022-12-29 13:19:48+00:00,['hp'],soloqueu helped me improve at the game and understand it in a better way cuz i was forced to learn how to igl/frag at the same time because of my teamates being just a walking hitbox playing solo makes u think more than u usually do on stack and requires more mechs, hp
Madrid ,22,,paschasius2,2022-12-29 13:19:32+00:00,"['thanks', 'denji', 'apex', 'legend', 'know', 'dont', 'recognize', 'dont', 'read', 'manga', 'watch', 'anime']",", one HP",thanks denji apex legends know dont recognize dont read manga watch anime
,49,['PS4live'],miru_mode_pon_,2022-12-29 13:18:51+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']","Thanks , Denji and the apex Legends i know but the other i dont recognize but i dont read manga or watch the anime",check broadcast playstation apex legends live
Malaysia,61,"['vtuber', 'envtuber', 'twitch', 'klee', 'stream', 'streamers', 'apexlegends', 'Vstreamers']",wan_a99,2022-12-29 13:18:40+00:00,"['road', 'affiliate', 'apex', 'rank', 'live']",Check out my broadcast from my PlayStation ! (Apex Legends) live at, road affiliate apex rank live 
"Denton, England",151,,Shad0wS0ulz6,2022-12-29 13:16:47+00:00,"['i', 'pubg', 'i', 'intreged', 'apex', 'legend', 'lately']",[Road to Affiliate] Apex Rank Live:,i pubg i intreged apex legends lately
Fuck your clout i get 💰💸,85,['PS4live'],Rippy1take,2022-12-29 13:15:56+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",I would say pubg but I have been rather intreged to get into apex legends again lately,check broadcast playstation apex legends live
,0,,Alex43309091,2022-12-29 13:15:09+00:00,"['pls', 'i', 'need', 'cross', 'save', 'console', 'i', 'apex', 'switch', 'xbox', 'i', 'bill']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,pls i need cross save console i apex switch xbox i bills
aiming,837,,37chap,2022-12-29 13:13:40+00:00,"['didnt', 'know', 'applied', 'both', 'l', 'typer']",pls I need cross save on console. I have apex on Switch and Xbox and I have two bills,didnt know applied both l typer
dp: @jdkyot208,402,,tofuscatcafe,2022-12-29 13:13:06+00:00,"['cafe', 'openplaying', 'apex', 'legend', 'rn', 'rusty', ""let's"", 'try', 'grind', 'bp', 'possible', 'w']",i didnt know it applied for both. L typer,cafe openplaying apex legends rn rusty let's try grind bp possible w 
,372,,Ozmo_Slice,2022-12-29 13:13:01+00:00,"['lmao', 'bro', 'portal', 'confused', 'i', 'lost', 'track', 'smoke']",CAFE OPENplaying apex legends rn! so rusty but let's try to grind bp as much as possible ;w;,lmao bro portal confused i lost track smoke
,301,,SteamBoatWiliee,2022-12-29 13:12:52+00:00,"['im', 'sure', 'vouch', 'mina']",Lmao bro that portal had me so confused. I lost track of it in the smoke,im sure vouch mina
,268,"['Gaming', 'Esports', 'ApexLegends']",BlazedShepard,2022-12-29 13:11:06+00:00,"['mozamcheek', 'timing', 'did', 'all', 'worse', 'waywraith', 'sat', 'there', 'embarrassing']",not just me but Im sure many would vouch for Mina,mozamcheek timing did all worse waywraith sat there embarrassing
Charlotte NC,343,,SonNaruto5YT,2022-12-29 13:09:13+00:00,"['overwatch', 'destiny', 'apex', 'legend', 'fortnite', 'gundam', 'evolution']",MozamCHEEK TIMING. DID ALL the worse wayWraith just sat there..EMBARRASSING,overwatch destiny apex legends fortnite gundam evolution
,327,"['ApexLegends', 'TwitchStreamers', 'twitch', 'ContentCreator', 'Content', 'apexclips', 'gamingcommunity', 'gamingpc', 'gaming', 'GamingNews']",bomberbuddy98,2022-12-29 13:09:12+00:00,"['whats', 'favorite', 'gun', 'drop']","Overwatch , Destiny , Apex Legends, Fortnite, or Gundam Evolution",whats favorite gun drop 
Apex Legends,762,,Dreckzyz,2022-12-29 13:08:52+00:00,"['let', 'goooo', 'lucky', 'portal', 'wasnt', 'bit', 'closer', 'wouldve', 'dipped']",Whats your favorite gun to get off drop?,lets goooo lucky portal wasnt bit closer wouldve dipped
,0,['ApexLegends'],Alex43309091,2022-12-29 13:03:36+00:00,"['cross', 'save', 'progression', 'pls']",Lets goooo lucky that portal wasnt a bit closer or you wouldve dipped out,cross save progression pls
North America,98,"['APEXLEGENDS', 'STEAM2023', 'GAMINGGIRLS', 'GAMING', 'GIRLSTHATGAME', 'SAVIOR', 'HEROIC', 'FUN']",GamingWarband,2022-12-29 13:03:22+00:00,"['we', 'just', 'got', 'steam', 'year', 'review', 'directly', 'steam', 'account', 'interesting', 'information', 'how', 'steam', 'year', 'how', 'new', 'game', 'u', 'play']",where is the cross-save/progression pls,we just got steam year review directly steam accounts interesting information how steam year how new games u play 
San Francisco ,23591,,Thordansmash,2022-12-29 13:03:11+00:00,"['apex', 'legend', 'look', 'adding', 'new', 'class', 'sysem', 'rework', 'p', 'spawn', 'with', 'important', 'thing', 'note', 'come', 'past', 'devs', 'tested', 'before']",We Just got our Steam year review Directly from our Steam accounts and we found some interesting information. How was your Steam year ? How many new games did u play ?,apex legends look adding new classes sysem rework p spawn with important thing note come past devs tested before 
