Username,Datetime,Text
_heyjaja,2022-12-01 23:49:12+00:00,"Thanks @nctsmtown_127 for spending 7,451 minutes with me in 2022. I couldn’t stop listening to Bring The Noize. #SpotifyWrapped https://t.co/s2Y69VnXSF"
squidsystem_,2022-12-01 23:49:12+00:00,Just realized i never posted my Spotify wrapped https://t.co/FVlLBOg4wl
miniegyu,2022-12-01 23:49:11+00:00,@statsforbangtan @Spotify Sir @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
Jkook970,2022-12-01 23:49:11+00:00,@levijjk Hello @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power???
EagleClawJhoana,2022-12-01 23:49:08+00:00,"Thanks @ygofficialblink for spending 31,233 minutes with me in 2022. I couldn’t stop listening to Pink Venom. #SpotifyWrapped https://t.co/hjhPu2UUuU"
licacecato,2022-12-01 23:49:08+00:00,"Obrigada meus queridos, por ouvir e compartilhar minha música esse ano!!!Thank you for all the love and support this year! #SpotifyWrapped #2022ArtistWrapped https://t.co/JYBMEyJXuj"
vuddh_s,2022-12-01 23:49:08+00:00,"Thanks @calumscott for spending 3,775 minutes with me in 2022. I couldn’t stop listening to No Matter What. #SpotifyWrapped https://t.co/bFSdyQAQ3c"
Vidimvadim,2022-12-01 23:49:06+00:00,"A-Cast &amp; Kid Ajvn je letos můj nejoblíbenější podcast 🥰 ve @Spotify, díky! Bavil mě celou dobu, 1 841 min. #SpotifyWrapped https://t.co/jLn2ngv8J2"
jessicadviss,2022-12-01 23:49:06+00:00,my spotify wrapped is muah too good
bi_malee,2022-12-01 23:49:06+00:00,@SpotifyCares @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?????
websgrief,2022-12-01 23:49:05+00:00,|| my peter would have man or muppet in his top 5 songs on his spotify wrapped
woahliv01,2022-12-01 23:49:05+00:00,Thanks @nessabarrett for spending 714 minutes with me in 2022. I couldn’t stop listening to dear god. #SpotifyWrapped https://t.co/1f8P6lotP0
liying___g,2022-12-01 23:49:05+00:00,My top artists of 2022. Who were yours? #SpotifyWrapped  https://t.co/G3T91NMNzo
claybtsarmy,2022-12-01 23:49:05+00:00,"Hello @Spotify @SpotifyCares

We would like to know why BTS’ and members’ feat songs have been removed from their streams on Spotify Wrapped? Feats have always counted for the retrospective, and their participation in the songs are as valid’s as the main artists’
#SpotifyCorrupt"
sarawheeler214,2022-12-01 23:49:04+00:00,"Thanks @springsteen for spending 1,550 minutes with me in 2022. I couldn’t stop listening to Born to Run. #SpotifyWrapped https://t.co/Y747mc7HNp"
HardyyParker,2022-12-01 23:49:03+00:00,Lo único bueno del Spotify wrapped fue que me hizo una playlist de las tops songs que escucho
_blackndwhite,2022-12-01 23:49:03+00:00,l'anno prossimo nel mio spotify wrapped ci sarà margot tra un anno ritornerò su questo tweet e confermerò
FlyDriveExplore,2022-12-01 23:49:03+00:00,"This is the bizarre mix when you wife uses your #Spotify #spotifywrapped2022 

This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now!  https://t.co/29oGi8k0bu"
nevrcomingback,2022-12-01 23:49:03+00:00,Thanks Victoria Orenze for spending 134 minutes with me in 2022. I couldn’t stop listening to We Receive. #SpotifyWrapped https://t.co/bNIxHMJ4ds
Hawwal3,2022-12-01 23:49:03+00:00,This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now!  https://t.co/wYmWMk3WMb
vkook_thvjk,2022-12-01 23:49:03+00:00,@statsforbangtan @Spotify @SpotifyCares @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
shane510342091,2022-12-01 23:49:03+00:00,Thanks @thegreatkhalid for spending 3 278 minutes with me in 2022. I couldn’t stop listening to Hopeless. #SpotifyWrapped https://t.co/vjtz47H0Gy
kat_jax7,2022-12-01 23:49:02+00:00,"Thanks @mitskileaks for spending 1,666 minutes with me in 2022. I couldn’t stop listening to Last Words of a Shooting Star.  #SpotifyWrapped https://t.co/lS3QMisvsz"
gonzobuddhist,2022-12-01 23:49:01+00:00,"My top artists of 2022. Who were yours? #SpotifyWrapped 
https://t.co/iL8QG4pTPN"
powerprismmoon_,2022-12-01 23:49:01+00:00,"Thanks @beyonce for spending 1,734 minutes with me in 2022. I couldn’t stop listening to PLASTIC OFF THE SOFA. #SpotifyWrapped https://t.co/wkDUmMKHHe"
BurbankProperty,2022-12-01 23:49:00+00:00,"Here is the largest home for sale this week in #BeverlyHills... 38,000 sq. ft.!

Asking price: $85M!

Text for tour @ 818-445-7953.

#SpotifyWrapped #FanDuelisDELIGHTFUL #DraftKingsTNF #AlphaCoin #realestate #zeroedgepool https://t.co/4qfn1o4iAx"
beaver130254,2022-12-01 23:49:00+00:00,"Thanks Matchbox Twenty for spending 1,695 minutes with me in 2022. I couldn’t stop listening to Sleeping at the Wheel. #SpotifyWrapped    https://t.co/3O0NSuvEQr"
arie0lla,2022-12-01 23:48:59+00:00,me listening to Harry's House for the 96th time this year after he topped my spotify wrapped vs the neighbours in the apartment next door with a very thin non-sound proof wall dividing us https://t.co/WSv8p7Ly3G
martinchon22,2022-12-01 23:48:59+00:00,Menos mal que no subí mi spotify wrapped este año https://t.co/c6oGS4k6Te
MyGeekBlasphemy,2022-12-01 23:48:59+00:00,"Alas, Apple Music Replay doesn't appear to be nearly as fun as Spotify Wrapped (hell, mine stopped working halfway through), but I did like the confirmation that ""The Night"" by Choi Baek Ho is my ultimate 2022 Jam. My Beyond Evil obsession endures.

https://t.co/vIdQiDVFnq"
GIRAFFEMORALES,2022-12-01 23:48:59+00:00,"Brandon made a joke about Eminem being in my Spotify Wrapped and I don’t think I ever been so disrespected in my fucking life. 

Fuck the Queen"
MarRoq20,2022-12-01 23:48:58+00:00,"Thanks @sanbenito for spending 10,615 minutes with me in 2022. I couldn’t stop listening to Me Porto Bonito. #SpotifyWrapped https://t.co/HCfefqbz3p"
Gachalo85574582,2022-12-01 23:48:58+00:00,"This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now! 
https://t.co/S6Oh9qShOm"
arhamkaif,2022-12-01 23:48:57+00:00,#SpotifyWrapped https://t.co/zy0XjhqwZA
ChezBanshee,2022-12-01 23:48:56+00:00,Grazie @marracash per i 393 minuti trascorsi insieme nel 2022. DUBBI sempre in loop. Ma sempre sempre. #SpotifyWrapped https://t.co/FCCeIeGZJq
Carver_Blimpy,2022-12-01 23:48:56+00:00,"Thanks Fantasy Focus Football for being my top podcast on @Spotify this year. I loved all 5,949 minutes of it. #SpotifyWrapped https://t.co/RZcgfxTxgE @FieldYates @Stephania_ESPN"
teropongfakta,2022-12-01 23:48:56+00:00,"""Ini urusan nilai tambah yang ingin kita peroleh. Sudah beratus-ratus tahun kita mengekspor itu. Stop. Jangan sampai kita mengekspor dalam bentuk bahan mentah,"" tutur Jokowi 
#SPOTIFYWRAPPED 
Grup E 
#bahanmentah
#bauksit https://t.co/IicmJ6Ou88"
2786Yvonne,2022-12-01 23:48:55+00:00,"Thanks Rob Beckett and Josh Widdicombe's Parenting Hell for being my top podcast on @Spotify this year. I loved all 6,006 minutes of it. #SpotifyWrapped https://t.co/NkXuJvrxsj"
SOYESTEBANCALLE,2022-12-01 23:48:55+00:00,"Antes del #SpotifyWrapped hice el famoso #Instafest y la verdad yo siento que mi Wrapped es muy curioso porque puedo estar seguro de que escuché más tiempo otros artistas que los que me salieron ahí y aunque estoy satisfecho con lo de Spotify, creo que me engaña un poco."
feverfordua,2022-12-01 23:48:54+00:00,"“Songs you listened to the most” 

@DUALIPA 💖🦋 @dianafenochio ✨

#DuaLipa #SpotifyWrapped #Spotify @Spotify @SpotifyMexico https://t.co/JN1IthAaE3"
xabbieconnell,2022-12-01 23:48:54+00:00,"Thanks @billieeilish for spending 1,535 minutes with me in 2022. I couldn’t stop listening to listen before i go. #SpotifyWrapped https://t.co/FPCkDGCFyg"
m_kc75,2022-12-01 23:48:54+00:00,Thanks The Used for spending 277 minutes with me in 2022. I couldn’t stop listening to The Taste of Ink. #SpotifyWrapped https://t.co/9W57Qd8B19
Taboo_Tabby,2022-12-01 23:48:53+00:00,Thanks Our Last Night for spending 230 minutes with me in 2022. I couldn’t stop listening to If I Can't Have You. #SpotifyWrapped https://t.co/MpkQ2ikkKH
kingryan1981,2022-12-01 23:48:52+00:00,"Thanks @pitbull for spending 1,393 minutes with me in 2022. I couldn’t stop listening to Hotel Room Service. #SpotifyWrapped https://t.co/crFtebizji"
MadameSqueek,2022-12-01 23:48:52+00:00,Thanks Cold for spending 8 minutes with me in 2022. I couldn’t stop listening to Same Drug. #SpotifyWrapped    https://t.co/eCIaEK3HeJ
MadameSqueek,2022-12-01 23:48:52+00:00,Thanks Cold for spending 8 minutes with me in 2022. I couldn’t stop listening to Same Drug. #SpotifyWrapped https://t.co/eCIaEK3HeJ
carole_danelle,2022-12-01 23:48:52+00:00,"Thanks Stick Figure for spending 5,817 minutes with me in 2022. I couldn’t stop listening to Paradise. #SpotifyWrapped https://t.co/0mJSgZPKEN"
donglen_242,2022-12-01 23:48:51+00:00,"I was turnt this year🤣🤣🤣 @Spotify. #SpotifyWrapped
https://t.co/KrmBmbyRax"
RobertS38166792,2022-12-01 23:48:51+00:00,"Thx John Thanks @johnmayer for spending 1,506 minutes with me in 2022. I couldn’t stop listening to Wildfire. #SpotifyWrapped https://t.co/0mnseAExl1"
Taekook859597,2022-12-01 23:48:48+00:00,Hello @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power? Care to explain???
Mark_dafience84,2022-12-01 23:48:48+00:00,"Thanks Pod Meets World for being my top podcast on @Spotify this year. I loved all 2,417 minutes of it. #SpotifyWrapped https://t.co/n5Qvu33787"
AmeliaHammy,2022-12-01 23:48:48+00:00,@bendreyfuss Spotify wrapped is gonna be lit.
app0ljuice,2022-12-01 23:48:47+00:00,"my cross to bear as a streamer, is having Clay K Slider be #1 on my Spotify Wrapped 🥲"
zhangji80991528,2022-12-01 23:48:46+00:00,"@Spotify @SpotifyCares we are waiting for your explanation on why you removed 'Left and Right' from Jungkook and 'My Universe' from BTS on Spotify Wrapped this year. Both songs are equally theirs, it is hard to understand what would justify this sudden removal."
GoodByeeFelicia,2022-12-01 23:48:46+00:00,"Vigilante Shit already top 5? That sounds about right.
These were the songs I had on repeat this year. What were yours? #SpotifyWrapped 
https://t.co/rUkhEscisl"
ZULAAAALLL,2022-12-01 23:48:46+00:00,Merci @theweeknd pour ces 3 064 minutes passées ensemble en 2022. J'ai écouté Best Friends en boucle. #SpotifyWrapped https://t.co/HJ0UMO9SaA HAHAHAHZHZHZHHZ WSH TROP MIMS LE PTIT TWEET AUTOMATIQUE
goldenshadowyk,2022-12-01 23:48:45+00:00,"WEEEEY!! ME CAMBIÓ EL SPOTIFY WRAPPED!!! 👁️👁️

SABÍA QUE CHRISTMAS TREE TENÍA QUE ESTAR A HUEVO… PINCHE SPOTIFY, HAZ BIEN LAS COSAS🙄"
d4yn4h,2022-12-01 23:48:45+00:00,Spotify wrapped😋 https://t.co/BFXisDA0ak
ernie2113,2022-12-01 23:48:45+00:00,Thanks @tobykeith for spending 323 minutes with me in 2022. I couldn’t stop listening to Should've Been A Cowboy. #SpotifyWrapped https://t.co/5kWoxxOBTS
BluProductive,2022-12-01 23:48:45+00:00,"Thanks @metallica for spending 3,831 minutes with me in 2022. I couldn’t stop listening to Am I Evil?. #SpotifyWrapped https://t.co/I7WGCoxezE"
RakyatAsupan,2022-12-01 23:48:45+00:00,"""Ini urusan nilai tambah yang ingin kita peroleh. Sudah beratus-ratus tahun kita mengekspor itu. Stop. Jangan sampai kita mengekspor dalam bentuk bahan mentah,"" tutur Jokowi 
#SPOTIFYWRAPPED 
Grup E 
#bahanmentah
#bauksit https://t.co/JrZfWw8PI5"
FaizaKh55407382,2022-12-01 23:48:45+00:00,Thanks Yellow Claw for spending 177 minutes with me in 2022. I couldn’t stop listening to Love &amp; War. #SpotifyWrapped https://t.co/UyMKFURZaW
just_chillaxx,2022-12-01 23:48:44+00:00,"Thanks @apdhillxn for spending 1,238 minutes with me in 2022. I couldn’t stop listening to TERE TE. #SpotifyWrapped https://t.co/JU5GmGNmVD"
Zulmalee,2022-12-01 23:48:43+00:00,My top artists of 2022. Who were yours? #SpotifyWrapped  https://t.co/qbSrHwxDrq
JacksonByrd201,2022-12-01 23:48:42+00:00,Another year another appearance by @annellestaal in my Spotify wrapped https://t.co/5d3GzMKVvP
Purp1eHeartae,2022-12-01 23:48:40+00:00,"Literally every time one of them releases a Song I automatically like it 😂😭 #SpotifyWrapped 
https://t.co/cNr1H087F1"
toadetteislife,2022-12-01 23:48:40+00:00,everyones doing spotify wrapped and i feel so left out with my 90000 youtube to mp3's on my phone
janett031,2022-12-01 23:48:39+00:00,I don’t listen to music from the Spotify wrapped album bc my hyper-fixation on most of the songs from there has passed lol
NivAndAsses,2022-12-01 23:48:39+00:00,"תודה לך ברי סחרוף שבילית 10,502 דקות במחיצתי השנה ב-2022. לא יכולתי להפסיק להאזין לשיר בעל זבוב. SpotifyWrapped# https://t.co/4ut1obVJUj"
BIGJESU06263778,2022-12-01 23:48:39+00:00,#SpotifyWrapped https://t.co/xCGoVmFy6b
nonfuiko,2022-12-01 23:48:39+00:00,"Thanks Tilly Birds for spending 1,113 minutes with me in 2022. I couldn’t stop listening to เพื่อนเล่น ไม่เล่นเพื่อน (Just Being Friendly). #SpotifyWrapped https://t.co/o9Repg2wxx"
DayDreamerDust,2022-12-01 23:48:38+00:00,"@ceitsh @chartdata @BLACKPINK The problem isn't BTS or the members not being #1.

It's the fact that Spotify mess with streaming numbers /info. This could affect award shows, streaming and BTS placement in the future. Give us clear answers!

#SpotifyCorrupt 
 @SpotifyCares #SpotifyWrapped https://t.co/XxNxpODhLa"
IvyMP91,2022-12-01 23:48:38+00:00,La inigualable capitana @vanesamartin_  #SpotifyWrapped
slt13vol,2022-12-01 23:48:37+00:00,Thanks Robert Earl Keen for spending 560 minutes with me in 2022. I couldn’t stop listening to I Gotta Go. #SpotifyWrapped https://t.co/G5hYr3ACrs
BruhSFX__,2022-12-01 23:48:37+00:00,"Thanks Tally Hall for spending 1,583 minutes with me in 2022. I couldn’t stop listening to Turn the Lights Off. #SpotifyWrapped https://t.co/TCxEbaZWdK"
miladostadian,2022-12-01 23:48:37+00:00,من زنده بودم اما انگار مرده بودم.. #singersongwriter #ایران #موزیک  #mus... https://t.co/IAaCiuxOOO via @YouTube #Qatar2022 #music #iran #singer #tehran #موزیک #SpotifyWrapped
scrollingbybs,2022-12-01 23:48:37+00:00,"Thanks @beyonce for spending 4,517 minutes with me in 2022. I couldn’t stop listening to CUFF IT. #SpotifyWrapped https://t.co/c4J5HHSCg8"
casshanen,2022-12-01 23:48:36+00:00,"Thanks @ttchilders for spending 1,187 minutes with me in 2022. I couldn’t stop listening to Nose On The Grindstone (OurVinyl Sessions). #SpotifyWrapped https://t.co/MYhcjYCbRl"
rizmacmus,2022-12-01 23:48:35+00:00,"Thanks @taylorswift13 for spending 2,900 minutes with me in 2022. I couldn’t stop listening to Bejeweled. #SpotifyWrapped https://t.co/kuDqlQIBqH"
DanMill41879262,2022-12-01 23:48:34+00:00,"Thanks 100 gecs for spending 1,554 minutes with me in 2022. I couldn’t stop listening to 800 db cloud. #SpotifyWrapped https://t.co/OD5ZhNUU6K"
KingdomEstblshd,2022-12-01 23:48:34+00:00,"I would like everyone to know this gem made my #SpotifyWrapped top-100

https://t.co/Na5mZOHO5K"
mitch_alison,2022-12-01 23:48:34+00:00,"Thanks @radiohead for spending 2,726 minutes with me in 2022. I couldn’t stop listening to The Numbers. #SpotifyWrapped https://t.co/QQECe8JVnx"
Marcellosnunes,2022-12-01 23:48:34+00:00,"Thanks NerdCast for being my top podcast on @Spotify this year. I loved all 9,502 minutes of it. #SpotifyWrapped https://t.co/x3byet6oOy"
mikespalding,2022-12-01 23:48:32+00:00,"This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now! 
https://t.co/LFHfmIowoV"
btwcar,2022-12-01 23:48:31+00:00,My top artist of 2022. Who was yours? #SpotifyWrapped  https://t.co/hmWMoIPYwe
_Arisu__usagi_,2022-12-01 23:48:31+00:00,My top genres in Spotify wrapped also changed wtf
StefaniaPirani2,2022-12-01 23:48:31+00:00,Grazie Livio Cori per i 106 minuti trascorsi insieme nel 2022. Verano sempre in loop. Ma sempre sempre. #SpotifyWrapped https://t.co/c8zu1Fp0i0
